E1/Eb    ,0.9889D+00,E2/Eb    ,0.9887D+00,xpv  (nm),0.1992D+01,ypv  (nm),-.1283D+00,zpv  (um),-.4223D+00,time  (?),0.1995D+05,x1p (rad),0.6370D-05,y1p (rad),-.6026D-06,x2p (rad),0.5409D-05,y2p (rad),-.6752D-06,order    ,0.9194D+05,
E1/Eb    ,0.9887D+00,E2/Eb    ,0.9888D+00,xpv  (nm),0.1899D+01,ypv  (nm),-.1340D+00,zpv  (um),-.4213D+00,time  (?),0.1994D+05,x1p (rad),0.5579D-05,y1p (rad),-.1047D-05,x2p (rad),0.6085D-05,y2p (rad),-.4375D-06,order    ,0.9159D+05,
E1/Eb    ,0.9888D+00,E2/Eb    ,0.9888D+00,xpv  (nm),0.1833D+01,ypv  (nm),-.1173D+00,zpv  (um),0.7449D+00,time  (?),0.1993D+05,x1p (rad),0.6109D-05,y1p (rad),-.6095D-06,x2p (rad),0.6217D-05,y2p (rad),-.3591D-06,order    ,0.9198D+05,
E1/Eb    ,0.9888D+00,E2/Eb    ,0.9887D+00,xpv  (nm),0.3661D+01,ypv  (nm),-.1184D+00,zpv  (um),-.3936D+00,time  (?),0.1992D+05,x1p (rad),0.4920D-05,y1p (rad),-.4123D-06,x2p (rad),0.4510D-05,y2p (rad),-.4469D-06,order    ,0.9156D+05,
E1/Eb    ,0.9888D+00,E2/Eb    ,0.9889D+00,xpv  (nm),0.2975D+01,ypv  (nm),-.1257D+00,zpv  (um),0.9594D+00,time  (?),0.1996D+05,x1p (rad),0.4636D-05,y1p (rad),-.6779D-06,x2p (rad),0.4639D-05,y2p (rad),-.6502D-06,order    ,0.9180D+05,
